year,target_country,super_power,allequal_model,security_model,economic_model,diplomatic_model,informational_model,sec_hierarchy,econ_hierarchy,diplo_hierarchy,info_hierarchy,arms_sales,defense_pacts,military_bases,export_dep,import_dep,fdi_dep,pfi_scores,dsp_scores,unga_voting,HOS_meetings
2009,South Korea,Russia,0.32,0.21,0.21,0.41,0.43,0,0.01,0.59,0.66,0,0,0,0.01,0.02,0,0.53,0.79,0.68,0.5
2010,South Korea,Russia,0.38,0.25,0.26,0.54,0.46,0,0.01,0.87,0.62,0,0,0,0.02,0.02,0,0.45,0.79,0.74,1
2011,South Korea,Russia,0.35,0.23,0.24,0.43,0.5,0,0.02,0.59,0.79,0,0,0,0.02,0.02,0,NA,0.79,0.68,0.5
2012,South Korea,Russia,0.36,0.24,0.25,0.51,0.45,0,0.02,0.81,0.62,0,0,0,0.02,0.03,0,0.45,0.78,0.63,1
2013,South Korea,Russia,0.36,0.24,0.24,0.5,0.45,0,0.02,0.79,0.62,0,0,0,0.02,0.03,0,0.45,0.79,0.59,1
2014,South Korea,Russia,0.23,0.15,0.16,0.23,0.36,0,0.02,0.24,0.64,0,0,0,0.02,0.03,0,0.49,0.79,0.48,0
2015,South Korea,Russia,0.3,0.2,0.2,0.37,0.41,0,0.01,0.53,0.64,0,0,0,0.01,0.03,0,0.49,0.79,0.56,0.5
2016,South Korea,Russia,0.3,0.2,0.2,0.37,0.42,0,0.01,0.5,0.68,0,0,0,0.01,0.02,0,0.56,0.79,0.5,0.5
2017,South Korea,Russia,0.37,0.25,0.25,0.51,0.47,0,0.01,0.79,0.67,0,0,0,0.01,0.03,0,0.53,0.81,0.59,1
2018,South Korea,Russia,NA,NA,NA,NA,NA,0,NA,0.79,0.61,0,0,0,NA,NA,NA,0.41,0.81,0.59,1
1991,South Korea,United States,NA,NA,NA,NA,NA,1,NA,0.18,NA,1,1,1,NA,NA,NA,NA,NA,0.18,NA
1992,South Korea,United States,NA,NA,NA,NA,NA,1,NA,0.19,NA,1,1,1,NA,NA,NA,NA,NA,0.19,NA
1993,South Korea,United States,NA,NA,NA,NA,NA,1,NA,0.22,NA,1,1,1,NA,NA,NA,NA,NA,0.22,NA
1994,South Korea,United States,NA,NA,NA,NA,NA,1,NA,0.35,NA,1,1,1,NA,NA,NA,NA,NA,0.35,NA
1995,South Korea,United States,NA,NA,NA,NA,NA,0.83,0.21,0.29,NA,0.5,1,1,0.2,0.23,NA,NA,NA,0.29,NA
1996,South Korea,United States,NA,NA,NA,NA,NA,0.83,0.19,0.34,NA,0.5,1,1,0.17,0.22,NA,NA,NA,0.34,NA
1997,South Korea,United States,NA,NA,NA,NA,NA,1,0.19,0.36,NA,1,1,1,0.18,0.21,NA,NA,NA,0.36,NA
1998,South Korea,United States,NA,NA,NA,NA,NA,0.67,0.2,0.4,NA,0,1,1,0.18,0.22,NA,NA,NA,0.4,NA
1999,South Korea,United States,NA,NA,NA,NA,NA,1,0.21,0.41,NA,1,1,1,0.21,0.21,NA,NA,NA,0.41,NA
2000,South Korea,United States,0.6,0.73,0.47,0.52,0.67,1,0.21,0.37,0.81,1,1,1,0.23,0.19,NA,NA,0.81,0.37,NA
2001,South Korea,United States,0.59,0.73,0.46,0.51,0.66,1,0.19,0.35,0.81,1,1,1,0.22,0.17,NA,NA,0.81,0.35,NA
2002,South Korea,United States,0.54,0.64,0.42,0.46,0.64,0.83,0.18,0.3,0.85,0.5,1,1,0.21,0.15,NA,0.88,0.81,0.3,NA
2003,South Korea,United States,0.54,0.69,0.41,0.41,0.64,1,0.16,0.14,0.86,1,1,1,0.18,0.14,NA,0.9,0.81,0.28,0
2004,South Korea,United States,0.53,0.69,0.4,0.4,0.63,1,0.15,0.14,0.83,1,1,1,0.17,0.13,NA,0.85,0.81,0.28,0
2005,South Korea,United States,0.6,0.73,0.45,0.53,0.69,1,0.13,0.4,0.88,1,1,1,0.15,0.12,NA,0.94,0.81,0.3,0.5
2006,South Korea,United States,0.53,0.69,0.39,0.4,0.63,1,0.12,0.15,0.85,1,1,1,0.13,0.11,NA,0.88,0.81,0.29,0
2007,South Korea,United States,0.44,0.52,0.33,0.33,0.59,0.67,0.12,0.11,0.88,0,1,1,0.13,0.11,NA,0.95,0.81,0.22,0
2008,South Korea,United States,0.59,0.73,0.43,0.52,0.68,1,0.1,0.39,0.87,1,1,1,0.11,0.09,NA,0.94,0.79,0.28,0.5
2009,South Korea,United States,0.59,0.73,0.44,0.55,0.65,1,0.15,0.46,0.76,1,1,1,0.1,0.09,0.25,0.73,0.79,0.42,0.5
2010,South Korea,United States,0.61,0.74,0.46,0.56,0.68,1,0.15,0.45,0.84,1,1,1,0.1,0.09,0.25,0.88,0.79,0.4,0.5
2011,South Korea,United States,0.56,0.7,0.42,0.47,0.64,1,0.15,0.29,0.79,1,1,1,0.1,0.09,0.26,NA,0.79,0.57,0
2012,South Korea,United States,0.62,0.75,0.46,0.57,0.71,1,0.14,0.47,0.88,1,1,1,0.11,0.09,0.24,0.98,0.78,0.43,0.5
2013,South Korea,United States,0.54,0.69,0.41,0.42,0.64,1,0.14,0.17,0.85,1,1,1,0.11,0.08,0.23,0.9,0.79,0.35,0
2014,South Korea,United States,0.61,0.74,0.46,0.56,0.7,1,0.15,0.44,0.87,1,1,1,0.12,0.09,0.23,0.94,0.79,0.39,0.5
2015,South Korea,United States,0.56,0.71,0.43,0.45,0.66,1,0.16,0.23,0.87,1,1,1,0.14,0.1,0.24,0.94,0.79,0.47,0
2016,South Korea,United States,0.49,0.55,0.38,0.44,0.6,0.67,0.16,0.33,0.82,0,1,1,0.14,0.11,0.23,0.84,0.79,0.65,0
2017,South Korea,United States,0.62,0.75,0.46,0.58,0.7,1,0.14,0.5,0.85,1,1,1,0.12,0.1,0.21,0.89,0.81,0.5,0.5
2018,South Korea,United States,NA,NA,NA,NA,NA,0.67,NA,0.18,0.9,0,1,1,NA,NA,NA,0.99,0.81,0.36,0
1991,Sri Lanka,China,NA,NA,NA,NA,NA,0.33,NA,0.94,NA,1,0,0,NA,NA,NA,NA,NA,0.94,NA
1992,Sri Lanka,China,NA,NA,NA,NA,NA,0.33,NA,0.9,NA,1,0,0,NA,NA,NA,NA,NA,0.9,NA
1993,Sri Lanka,China,NA,NA,NA,NA,NA,0,NA,0.9,NA,0,0,0,NA,NA,NA,NA,NA,0.9,NA
1994,Sri Lanka,China,NA,NA,NA,NA,NA,0.17,NA,0.86,NA,0.5,0,0,NA,NA,NA,NA,NA,0.86,NA
1995,Sri Lanka,China,NA,NA,NA,NA,NA,0,0.02,0.86,NA,0,0,0,0,0.04,NA,NA,NA,0.86,NA
1996,Sri Lanka,China,NA,NA,NA,NA,NA,0.17,0.02,0.84,NA,0.5,0,0,0,0.04,NA,NA,NA,0.84,NA
1997,Sri Lanka,China,NA,NA,NA,NA,NA,0.17,0.03,0.88,NA,0.5,0,0,0,0.05,NA,NA,NA,0.88,NA
1998,Sri Lanka,China,NA,NA,NA,NA,NA,0.11,0.04,0.78,NA,0.33,0,0,0,0.07,NA,NA,NA,0.78,NA
1999,Sri Lanka,China,NA,NA,NA,NA,NA,0,0.02,0.79,NA,0,0,0,0,0.03,NA,NA,NA,0.79,NA
2000,Sri Lanka,China,0.36,0.24,0.25,0.52,0.44,0,0.02,0.84,0.6,0,0,0,0,0.04,NA,NA,0.6,0.84,NA
2001,Sri Lanka,China,0.42,0.33,0.29,0.57,0.48,0.17,0.03,0.88,0.6,0.5,0,0,0,0.05,NA,NA,0.6,0.88,NA
2002,Sri Lanka,China,0.34,0.23,0.23,0.48,0.41,0,0.03,0.77,0.55,0,0,0,0,0.05,NA,0.51,0.6,0.77,NA
2003,Sri Lanka,China,0.27,0.18,0.19,0.33,0.38,0,0.03,0.45,0.6,0,0,0,0,0.05,NA,0.6,0.6,0.89,0
2004,Sri Lanka,China,0.37,0.35,0.25,0.39,0.46,0.33,0.03,0.45,0.65,1,0,0,0,0.06,NA,0.7,0.6,0.89,0
2005,Sri Lanka,China,0.37,0.29,0.26,0.47,0.47,0.11,0.04,0.67,0.67,0.33,0,0,0.01,0.08,NA,0.75,0.59,0.85,0.5
2006,Sri Lanka,China,0.31,0.2,0.22,0.35,0.45,0,0.04,0.45,0.73,0,0,0,0,0.08,NA,0.88,0.59,0.9,0
2007,Sri Lanka,China,0.42,0.34,0.3,0.52,0.54,0.17,0.04,0.71,0.77,0.5,0,0,0.01,0.08,NA,0.96,0.59,0.91,0.5
2008,Sri Lanka,China,0.38,0.25,0.27,0.48,0.52,0,0.05,0.69,0.79,0,0,0,0.01,0.09,NA,0.99,0.59,0.88,0.5
2009,Sri Lanka,China,0.4,0.38,0.28,0.42,0.53,0.33,0.04,0.46,0.78,1,0,0,0.01,0.1,0,0.97,0.59,0.92,0
2010,Sri Lanka,China,0.31,0.21,0.22,0.36,0.46,0,0.04,0.45,0.76,0,0,0,0.01,0.1,0,0.93,0.6,0.89,0
2011,Sri Lanka,China,0.33,0.22,0.23,0.45,0.42,0,0.04,0.7,0.59,0,0,0,0.01,0.11,0,NA,0.59,0.89,0.5
2012,Sri Lanka,China,0.31,0.21,0.22,0.35,0.46,0,0.05,0.42,0.77,0,0,0,0.01,0.14,0,0.94,0.59,0.85,0
2013,Sri Lanka,China,0.38,0.26,0.29,0.49,0.51,0,0.09,0.69,0.77,0,0,0,0.01,0.15,0.09,0.94,0.59,0.87,0.5
2014,Sri Lanka,China,0.45,0.3,0.33,0.62,0.56,0,0.09,0.95,0.77,0,0,0,0.02,0.16,0.1,0.94,0.59,0.89,1
2015,Sri Lanka,China,0.38,0.25,0.29,0.46,0.51,0,0.11,0.63,0.77,0,0,0,0.03,0.17,0.14,0.94,0.59,0.76,0.5
2016,Sri Lanka,China,0.36,0.24,0.28,0.43,0.48,0,0.12,0.59,0.73,0,0,0,0.02,0.2,0.12,0.8,0.66,0.67,0.5
2017,Sri Lanka,China,0.3,0.2,0.24,0.32,0.45,0,0.12,0.36,0.73,0,0,0,0.02,0.17,0.17,0.8,0.66,0.72,0
2018,Sri Lanka,China,NA,NA,NA,NA,NA,0,NA,0.39,0.7,0,0,0,NA,NA,NA,0.75,0.66,0.78,0
1991,Sri Lanka,India,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Sri Lanka,India,NA,NA,NA,NA,NA,0,NA,0.89,NA,0,0,0,NA,NA,NA,NA,NA,0.89,NA
1993,Sri Lanka,India,NA,NA,NA,NA,NA,0,NA,0.87,NA,0,0,0,NA,NA,NA,NA,NA,0.87,NA
1994,Sri Lanka,India,NA,NA,NA,NA,NA,0,NA,0.79,NA,0,0,0,NA,NA,NA,NA,NA,0.79,NA
1995,Sri Lanka,India,NA,NA,NA,NA,NA,0,0.06,0.83,NA,0,0,0,0.01,0.1,NA,NA,NA,0.83,NA
1996,Sri Lanka,India,NA,NA,NA,NA,NA,0,0.07,0.82,NA,0,0,0,0.01,0.13,NA,NA,NA,0.82,NA
1997,Sri Lanka,India,NA,NA,NA,NA,NA,0,0.06,0.75,NA,0,0,0,0.01,0.12,NA,NA,NA,0.75,NA
1998,Sri Lanka,India,NA,NA,NA,NA,NA,0,0.06,0.7,NA,0,0,0,0.01,0.11,NA,NA,NA,0.7,NA
1999,Sri Lanka,India,NA,NA,NA,NA,NA,0,0.05,0.76,NA,0,0,0,0.01,0.1,NA,NA,NA,0.76,NA
2000,Sri Lanka,India,0.36,0.24,0.26,0.5,0.44,0,0.05,0.79,0.6,0,0,0,0.01,0.1,NA,NA,0.6,0.79,NA
2001,Sri Lanka,India,0.37,0.24,0.27,0.51,0.44,0,0.07,0.8,0.6,0,0,0,0.02,0.11,NA,NA,0.6,0.8,NA
2002,Sri Lanka,India,0.4,0.26,0.29,0.52,0.5,0,0.09,0.78,0.72,0,0,0,0.03,0.14,NA,0.84,0.6,0.78,NA
2003,Sri Lanka,India,0.36,0.24,0.27,0.45,0.47,0,0.1,0.64,0.69,0,0,0,0.04,0.17,NA,0.78,0.6,0.78,0.5
2004,Sri Lanka,India,0.32,0.21,0.25,0.35,0.47,0,0.12,0.4,0.77,0,0,0,0.07,0.17,NA,0.94,0.6,0.8,0
2005,Sri Lanka,India,0.35,0.27,0.28,0.37,0.49,0.11,0.13,0.4,0.77,0.33,0,0,0.09,0.17,NA,0.95,0.59,0.79,0
2006,Sri Lanka,India,0.31,0.2,0.25,0.34,0.44,0,0.13,0.41,0.69,0,0,0,0.07,0.18,NA,0.8,0.59,0.81,0
2007,Sri Lanka,India,0.35,0.29,0.29,0.37,0.47,0.17,0.15,0.4,0.69,0.5,0,0,0.06,0.24,NA,0.8,0.59,0.8,0
2008,Sri Lanka,India,0.44,0.41,0.34,0.51,0.52,0.33,0.13,0.64,0.66,1,0,0,0.06,0.2,NA,0.74,0.59,0.78,0.5
2009,Sri Lanka,India,0.29,0.19,0.23,0.32,0.4,0,0.11,0.4,0.64,0,0,0,0.04,0.18,NA,0.68,0.59,0.8,0
2010,Sri Lanka,India,0.37,0.25,0.31,0.45,0.48,0,0.19,0.6,0.7,0,0,0,0.06,0.21,0.3,0.8,0.6,0.69,0.5
2011,Sri Lanka,India,0.29,0.19,0.27,0.32,0.39,0,0.22,0.36,0.59,0,0,0,0.07,0.23,0.35,NA,0.59,0.73,0
2012,Sri Lanka,India,0.32,0.21,0.28,0.34,0.45,0,0.2,0.37,0.71,0,0,0,0.06,0.2,0.34,0.82,0.59,0.74,0
2013,Sri Lanka,India,0.33,0.22,0.26,0.36,0.46,0,0.14,0.43,0.74,0,0,0,0.05,0.22,0.14,0.88,0.59,0.86,0
2014,Sri Lanka,India,0.47,0.42,0.36,0.54,0.56,0.33,0.15,0.67,0.73,1,0,0,0.06,0.28,0.12,0.86,0.59,0.85,0.5
2015,Sri Lanka,India,0.44,0.29,0.35,0.59,0.53,0,0.16,0.88,0.72,0,0,0,0.07,0.26,0.14,0.84,0.59,0.77,1
2016,Sri Lanka,India,0.45,0.3,0.35,0.58,0.57,0,0.14,0.84,0.81,0,0,0,0.07,0.22,0.14,0.96,0.66,0.68,1
2017,Sri Lanka,India,0.39,0.26,0.3,0.46,0.53,0,0.13,0.6,0.82,0,0,0,0.06,0.2,0.14,0.97,0.66,0.7,0.5
2018,Sri Lanka,India,NA,NA,NA,NA,NA,0,NA,0.67,0.81,0,0,0,NA,NA,NA,0.96,0.66,0.84,0.5
1991,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,NA,0.56,NA,0,0,0,NA,NA,NA,NA,NA,0.56,NA
1992,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,NA,0.45,NA,0,0,0,NA,NA,NA,NA,NA,0.45,NA
1993,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,NA,0.39,NA,0,0,0,NA,NA,NA,NA,NA,0.39,NA
1994,Sri Lanka,Russia,NA,NA,NA,NA,NA,0.17,NA,0.42,NA,0.5,0,0,NA,NA,NA,NA,NA,0.42,NA
1995,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,NA,0.47,NA,0,0,0,NA,NA,NA,NA,NA,0.47,NA
1996,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,0.01,0.6,NA,0,0,0,0.02,0,NA,NA,NA,0.6,NA
1997,Sri Lanka,Russia,NA,NA,NA,NA,NA,0.17,0.01,0.61,NA,0.5,0,0,0.02,0,NA,NA,NA,0.61,NA
1998,Sri Lanka,Russia,NA,NA,NA,NA,NA,0.11,0.01,0.6,NA,0.33,0,0,0.02,0,NA,NA,NA,0.6,NA
1999,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,0.01,0.68,NA,0,0,0,0.01,0,NA,NA,NA,0.68,NA
2000,Sri Lanka,Russia,0.34,0.23,0.23,0.48,0.43,0,0.01,0.76,0.6,0,0,0,0.01,0,NA,NA,0.6,0.76,NA
2001,Sri Lanka,Russia,0.39,0.32,0.26,0.52,0.46,0.17,0.01,0.79,0.6,0.5,0,0,0.02,0,NA,NA,0.6,0.79,NA
2002,Sri Lanka,Russia,0.32,0.22,0.22,0.44,0.42,0,0.01,0.68,0.6,0,0,0,0.02,0,NA,0.61,0.6,0.68,NA
2003,Sri Lanka,Russia,0.26,0.17,0.18,0.3,0.38,0,0.01,0.38,0.63,0,0,0,0.03,0,NA,0.67,0.6,0.76,0
2004,Sri Lanka,Russia,0.27,0.18,0.19,0.3,0.42,0,0.01,0.36,0.71,0,0,0,0.03,0,NA,0.83,0.6,0.72,0
2005,Sri Lanka,Russia,0.27,0.18,0.19,0.3,0.43,0,0.01,0.36,0.73,0,0,0,0.02,0,NA,0.87,0.59,0.71,0
2006,Sri Lanka,Russia,0.29,0.19,0.2,0.32,0.45,0,0.02,0.37,0.78,0,0,0,0.03,0,NA,0.97,0.59,0.73,0
2007,Sri Lanka,Russia,0.29,0.19,0.2,0.32,0.44,0,0.01,0.38,0.76,0,0,0,0.03,0,NA,0.93,0.59,0.75,0
2008,Sri Lanka,Russia,0.28,0.19,0.19,0.31,0.43,0,0.02,0.37,0.73,0,0,0,0.03,0,NA,0.87,0.59,0.75,0
2009,Sri Lanka,Russia,0.29,0.19,0.2,0.32,0.45,0,0.01,0.38,0.77,0,0,0,0.03,0,0,0.95,0.59,0.76,0
2010,Sri Lanka,Russia,0.41,0.28,0.28,0.57,0.52,0,0.01,0.89,0.75,0,0,0,0.03,0.01,0,0.9,0.6,0.77,1
2011,Sri Lanka,Russia,0.32,0.21,0.22,0.43,0.41,0,0.01,0.67,0.59,0,0,0,0.03,0.01,0,NA,0.59,0.83,0.5
2012,Sri Lanka,Russia,0.36,0.35,0.24,0.35,0.48,0.33,0.01,0.34,0.74,1,0,0,0.03,0.01,0,0.88,0.59,0.68,0
2013,Sri Lanka,Russia,0.28,0.19,0.19,0.3,0.44,0,0.01,0.35,0.76,0,0,0,0.03,0.01,0,0.92,0.59,0.7,0
2014,Sri Lanka,Russia,0.28,0.18,0.19,0.3,0.43,0,0.01,0.34,0.75,0,0,0,0.03,0.01,0,0.91,0.59,0.68,0
2015,Sri Lanka,Russia,0.27,0.18,0.18,0.28,0.43,0,0.01,0.3,0.76,0,0,0,0.02,0.01,0,0.93,0.59,0.6,0
2016,Sri Lanka,Russia,0.27,0.18,0.18,0.27,0.45,0,0.01,0.27,0.81,0,0,0,0.02,0.01,0,0.96,0.66,0.53,0
2017,Sri Lanka,Russia,0.34,0.23,0.23,0.41,0.5,0,0.01,0.54,0.81,0,0,0,0.02,0.01,0,0.96,0.66,0.59,0.5
2018,Sri Lanka,Russia,NA,NA,NA,NA,NA,0,NA,0.33,0.78,0,0,0,NA,NA,NA,0.91,0.66,0.65,0
1991,Sri Lanka,United States,NA,NA,NA,NA,NA,0,NA,0.13,NA,0,0,0,NA,NA,NA,NA,NA,0.13,NA
1992,Sri Lanka,United States,NA,NA,NA,NA,NA,0,NA,0.11,NA,0,0,0,NA,NA,NA,NA,NA,0.11,NA
1993,Sri Lanka,United States,NA,NA,NA,NA,NA,0,NA,0.14,NA,0,0,0,NA,NA,NA,NA,NA,0.14,NA
1994,Sri Lanka,United States,NA,NA,NA,NA,NA,0,NA,0.22,NA,0,0,0,NA,NA,NA,NA,NA,0.22,NA
1995,Sri Lanka,United States,NA,NA,NA,NA,NA,0,0.24,0.19,NA,0,0,0,0.42,0.06,NA,NA,NA,0.19,NA
1996,Sri Lanka,United States,NA,NA,NA,NA,NA,0.17,0.23,0.23,NA,0.5,0,0,0.42,0.05,NA,NA,NA,0.23,NA
1997,Sri Lanka,United States,NA,NA,NA,NA,NA,0,0.23,0.26,NA,0,0,0,0.43,0.03,NA,NA,NA,0.26,NA
1998,Sri Lanka,United States,NA,NA,NA,NA,NA,0.11,0.24,0.25,NA,0.33,0,0,0.44,0.03,NA,NA,NA,0.25,NA
1999,Sri Lanka,United States,NA,NA,NA,NA,NA,0,0.23,0.27,NA,0,0,0,0.41,0.04,NA,NA,NA,0.27,NA
2000,Sri Lanka,United States,0.27,0.18,0.26,0.27,0.38,0,0.23,0.27,0.6,0,0,0,0.41,0.04,NA,NA,0.6,0.27,NA
2001,Sri Lanka,United States,0.26,0.17,0.25,0.24,0.37,0,0.23,0.2,0.6,0,0,0,0.42,0.05,NA,NA,0.6,0.2,NA
2002,Sri Lanka,United States,0.26,0.17,0.25,0.22,0.41,0,0.22,0.13,0.7,0,0,0,0.4,0.04,NA,0.81,0.6,0.13,NA
2003,Sri Lanka,United States,0.23,0.15,0.22,0.18,0.37,0,0.2,0.09,0.64,0,0,0,0.36,0.03,NA,0.68,0.6,0.17,0
2004,Sri Lanka,United States,0.2,0.13,0.19,0.15,0.31,0,0.18,0.05,0.55,0,0,0,0.33,0.03,NA,0.51,0.6,0.09,0
2005,Sri Lanka,United States,0.24,0.19,0.22,0.18,0.36,0.11,0.17,0.07,0.59,0.33,0,0,0.32,0.02,NA,0.6,0.59,0.13,0
2006,Sri Lanka,United States,0.2,0.13,0.19,0.16,0.31,0,0.16,0.08,0.55,0,0,0,0.3,0.02,NA,0.51,0.59,0.15,0
2007,Sri Lanka,United States,0.17,0.11,0.16,0.12,0.28,0,0.14,0.04,0.49,0,0,0,0.26,0.02,NA,0.4,0.59,0.08,0
2008,Sri Lanka,United States,0.15,0.1,0.14,0.12,0.25,0,0.12,0.06,0.43,0,0,0,0.22,0.02,NA,0.28,0.59,0.13,0
2009,Sri Lanka,United States,0.16,0.1,0.14,0.14,0.24,0,0.12,0.11,0.4,0,0,0,0.21,0.03,0.12,0.21,0.59,0.21,0
2010,Sri Lanka,United States,0.25,0.27,0.2,0.21,0.3,0.33,0.1,0.13,0.41,1,0,0,0.21,0.01,0.08,0.23,0.6,0.27,0
2011,Sri Lanka,United States,0.21,0.14,0.18,0.19,0.34,0,0.11,0.16,0.59,0,0,0,0.2,0.01,NA,NA,0.59,0.31,0
2012,Sri Lanka,United States,0.18,0.12,0.15,0.17,0.28,0,0.1,0.15,0.47,0,0,0,0.22,0.01,0.06,0.35,0.59,0.3,0
2013,Sri Lanka,United States,0.14,0.1,0.13,0.12,0.24,0,0.09,0.06,0.43,0,0,0,0.23,0.02,0.03,0.27,0.59,0.11,0
2014,Sri Lanka,United States,0.16,0.1,0.14,0.13,0.26,0,0.09,0.06,0.47,0,0,0,0.22,0.02,0.04,0.34,0.59,0.13,0
2015,Sri Lanka,United States,0.17,0.11,0.15,0.15,0.27,0,0.11,0.1,0.47,0,0,0,0.25,0.02,0.04,0.35,0.59,0.21,0
2016,Sri Lanka,United States,0.21,0.14,0.17,0.2,0.32,0,0.11,0.17,0.55,0,0,0,0.25,0.03,0.04,0.44,0.66,0.35,0
2017,Sri Lanka,United States,0.19,0.13,0.16,0.17,0.31,0,0.1,0.11,0.56,0,0,0,0.25,0.04,0.03,0.45,0.66,0.23,0
2018,Sri Lanka,United States,NA,NA,NA,NA,NA,0.33,NA,0.08,0.59,1,0,0,NA,NA,NA,0.52,0.66,0.17,0
1991,Thailand,China,NA,NA,NA,NA,NA,0.17,NA,0.93,NA,0.5,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Thailand,China,NA,NA,NA,NA,NA,0,NA,0.84,NA,0,0,0,NA,NA,NA,NA,NA,0.84,NA
1993,Thailand,China,NA,NA,NA,NA,NA,0.17,NA,0.85,NA,0.5,0,0,NA,NA,NA,NA,NA,0.85,NA
1994,Thailand,China,NA,NA,NA,NA,NA,0,NA,0.83,NA,0,0,0,NA,NA,NA,NA,NA,0.83,NA
1995,Thailand,China,NA,NA,NA,NA,NA,0,0.03,0.83,NA,0,0,0,0.03,0.03,NA,NA,NA,0.83,NA
1996,Thailand,China,NA,NA,NA,NA,NA,0,0.03,0.81,NA,0,0,0,0.04,0.03,NA,NA,NA,0.81,NA
1997,Thailand,China,NA,NA,NA,NA,NA,0,0.03,0.83,NA,0,0,0,0.03,0.04,NA,NA,NA,0.83,NA
1998,Thailand,China,NA,NA,NA,NA,NA,0,0.04,0.77,NA,0,0,0,0.04,0.04,NA,NA,NA,0.77,NA
1999,Thailand,China,NA,NA,NA,NA,NA,0.33,0.04,0.76,NA,1,0,0,0.04,0.05,NA,NA,NA,0.76,NA
2000,Thailand,China,0.36,0.24,0.26,0.5,0.44,0,0.05,0.79,0.6,0,0,0,0.05,0.06,NA,NA,0.6,0.79,NA
2001,Thailand,China,0.38,0.25,0.27,0.54,0.45,0,0.06,0.85,0.6,0,0,0,0.05,0.06,NA,NA,0.6,0.85,NA
2002,Thailand,China,0.44,0.4,0.32,0.55,0.49,0.33,0.07,0.76,0.59,1,0,0,0.06,0.08,NA,0.59,0.6,0.76,NA
2003,Thailand,China,0.33,0.22,0.25,0.44,0.41,0,0.08,0.67,0.58,0,0,0,0.08,0.08,NA,0.56,0.6,0.84,0.5
2004,Thailand,China,0.25,0.17,0.2,0.31,0.34,0,0.09,0.42,0.51,0,0,0,0.08,0.09,NA,0.42,0.6,0.84,0
2005,Thailand,China,0.29,0.19,0.23,0.33,0.41,0,0.1,0.41,0.65,0,0,0,0.09,0.1,NA,0.71,0.6,0.83,0
2006,Thailand,China,0.3,0.2,0.24,0.34,0.43,0,0.1,0.42,0.69,0,0,0,0.1,0.11,NA,0.77,0.6,0.83,0
2007,Thailand,China,0.36,0.29,0.28,0.38,0.48,0.17,0.12,0.42,0.73,0.5,0,0,0.11,0.12,NA,0.84,0.61,0.84,0
2008,Thailand,China,0.32,0.25,0.25,0.34,0.44,0.11,0.11,0.39,0.69,0.33,0,0,0.1,0.12,NA,0.76,0.61,0.77,0
2009,Thailand,China,0.31,0.2,0.23,0.35,0.44,0,0.09,0.44,0.7,0,0,0,0.12,0.14,0.01,0.79,0.61,0.88,0
2010,Thailand,China,0.32,0.21,0.24,0.36,0.46,0,0.09,0.44,0.75,0,0,0,0.13,0.14,0.01,0.9,0.61,0.87,0
2011,Thailand,China,0.28,0.19,0.22,0.33,0.39,0,0.1,0.42,0.61,0,0,0,0.13,0.14,0.02,NA,0.61,0.84,0
2012,Thailand,China,0.34,0.28,0.26,0.36,0.46,0.17,0.1,0.39,0.7,0.5,0,0,0.13,0.15,0.02,0.79,0.61,0.79,0
2013,Thailand,China,0.3,0.2,0.24,0.34,0.43,0,0.11,0.42,0.69,0,0,0,0.13,0.16,0.03,0.79,0.59,0.84,0
2014,Thailand,China,0.29,0.2,0.23,0.33,0.41,0,0.11,0.42,0.65,0,0,0,0.12,0.18,0.02,0.75,0.55,0.83,0
2015,Thailand,China,0.33,0.28,0.26,0.35,0.44,0.17,0.12,0.38,0.66,0.5,0,0,0.12,0.21,0.02,0.77,0.55,0.76,0
2016,Thailand,China,0.33,0.27,0.26,0.34,0.44,0.17,0.13,0.35,0.67,0.5,0,0,0.12,0.22,0.03,0.78,0.55,0.71,0
2017,Thailand,China,0.32,0.25,0.27,0.33,0.44,0.11,0.15,0.35,0.68,0.33,0,0,0.19,0.24,0.03,0.81,0.55,0.7,0
2018,Thailand,China,NA,NA,NA,NA,NA,0,NA,0.38,0.68,0,0,0,NA,NA,NA,0.8,0.55,0.76,0
1991,Thailand,India,NA,NA,NA,NA,NA,0,NA,0.96,NA,0,0,0,NA,NA,NA,NA,NA,0.96,NA
1992,Thailand,India,NA,NA,NA,NA,NA,0,NA,0.86,NA,0,0,0,NA,NA,NA,NA,NA,0.86,NA
1993,Thailand,India,NA,NA,NA,NA,NA,0,NA,0.83,NA,0,0,0,NA,NA,NA,NA,NA,0.83,NA
1994,Thailand,India,NA,NA,NA,NA,NA,0,NA,0.73,NA,0,0,0,NA,NA,NA,NA,NA,0.73,NA
1995,Thailand,India,NA,NA,NA,NA,NA,0,0.01,0.79,NA,0,0,0,0,0.01,NA,NA,NA,0.79,NA
1996,Thailand,India,NA,NA,NA,NA,NA,0,0.01,0.75,NA,0,0,0,0,0.01,NA,NA,NA,0.75,NA
